building,name,addr:housenumber,addr:street,height,geometry,city
yes,,,,,"POLYGON ((-123.052669 49.321179, -123.052547 49.321179, -123.052547 49.321239, -123.052669 49.321239, -123.052669 49.321179))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.052816 49.321176, -123.052676 49.321176, -123.052676 49.321237, -123.052816 49.321237, -123.052816 49.321176))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.053481 49.321178, -123.053389 49.321178, -123.05339 49.321248, -123.053482 49.321247, -123.053481 49.321178))","City of North Vancouver, British Columbia, Canada"
yes,,730,East 14th Street,,"POLYGON ((-123.053456 49.321017, -123.053455 49.321026, -123.053369 49.321026, -123.053371 49.320872, -123.053386 49.320873, -123.053387 49.320851, -123.053509 49.320851, -123.05351 49.321017, -123.053456 49.321017))","City of North Vancouver, British Columbia, Canada"
yes,,746,East 14th Street,,"POLYGON ((-123.052653 49.321012, -123.052649 49.320866, -123.052508 49.320869, -123.052503 49.321036, -123.052572 49.321036, -123.052571 49.321013, -123.052653 49.321012))","City of North Vancouver, British Columbia, Canada"
yes,,724,East 14th Street,,"POLYGON ((-123.053544 49.32086, -123.053542 49.32094, -123.053676 49.320942, -123.053676 49.320989, -123.053654 49.320991, -123.05366 49.321096, -123.053735 49.321092, -123.053737 49.320858, -123.053544 49.32086))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.05332 49.321179, -123.053179 49.321178, -123.053178 49.321246, -123.053318 49.321247, -123.05332 49.321179))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.052036 49.321225, -123.052033 49.321154, -123.051925 49.321156, -123.051927 49.321226, -123.052036 49.321225))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.055457 49.324552, -123.05546 49.324498, -123.05538 49.324497, -123.055377 49.32455, -123.055457 49.324552))","City of North Vancouver, British Columbia, Canada"
yes,,618,East 18th Street,,"POLYGON ((-123.055302 49.325153, -123.055364 49.325152, -123.055364 49.325144, -123.055412 49.325144, -123.055412 49.325147, -123.055486 49.325149, -123.055486 49.325238, -123.055299 49.325235, -123.055302 49.325153))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.055671 49.325166, -123.055678 49.325088, -123.055603 49.325085, -123.055596 49.325163, -123.055671 49.325166))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.055715 49.324367, -123.055713 49.324457, -123.055615 49.324456, -123.055617 49.324366, -123.055715 49.324367))","City of North Vancouver, British Columbia, Canada"
yes,,1730,Grand Boulevard East,,"POLYGON ((-123.055878 49.324451, -123.055878 49.32433, -123.056005 49.324332, -123.056004 49.324348, -123.056046 49.324348, -123.056046 49.324394, -123.056067 49.324394, -123.056065 49.324444, -123.055989 49.324444, -123.055988 49.324452, -123.055878 49.324451))","City of North Vancouver, British Columbia, Canada"
yes,,629,East 18th Street,,"POLYGON ((-123.05507 49.32468, -123.054945 49.324679, -123.054945 49.324664, -123.054881 49.324663, -123.054879 49.324742, -123.054923 49.324742, -123.054921 49.32481, -123.055067 49.324812, -123.05507 49.32468))","City of North Vancouver, British Columbia, Canada"
yes,,1740,Grand Boulevard East,,"POLYGON ((-123.056083 49.324602, -123.056081 49.324477, -123.055932 49.324478, -123.05593 49.324542, -123.055859 49.32454, -123.055859 49.324595, -123.055926 49.324595, -123.055928 49.324603, -123.056083 49.324602))","City of North Vancouver, British Columbia, Canada"
yes,,1956,Boulevard Crescent,,"POLYGON ((-123.055694 49.326749, -123.055658 49.326824, -123.055675 49.326829, -123.055654 49.326888, -123.055788 49.32691, -123.055826 49.326824, -123.055816 49.32682, -123.05584 49.326775, -123.055694 49.326749))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.05548 49.325586, -123.05548 49.325532, -123.055397 49.325532, -123.055397 49.325585, -123.05548 49.325586))","City of North Vancouver, British Columbia, Canada"
yes,,628,Sutherland Avenue,,"POLYGON ((-123.05509 49.324223, -123.055097 49.324088, -123.054861 49.324083, -123.054861 49.324227, -123.054941 49.324228, -123.054947 49.32424, -123.05499 49.324241, -123.055004 49.324222, -123.05509 49.324223))","City of North Vancouver, British Columbia, Canada"
yes,,2004,Boulevard Crescent,,"POLYGON ((-123.055757 49.326931, -123.055564 49.326887, -123.055526 49.326952, -123.055487 49.326943, -123.055458 49.326996, -123.055495 49.327006, -123.055488 49.327015, -123.055684 49.32706, -123.055757 49.326931))","City of North Vancouver, British Columbia, Canada"
yes,,1944,Boulevard Crescent,,"POLYGON ((-123.055913 49.326631, -123.055658 49.326586, -123.055627 49.32666, -123.055757 49.326682, -123.055733 49.32674, -123.055858 49.326762, -123.055913 49.326631))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.055093 49.324353, -123.055091 49.324427, -123.054943 49.324425, -123.054945 49.324352, -123.055093 49.324353))","City of North Vancouver, British Columbia, Canada"
yes,,1756,Grand Boulevard East,,"POLYGON ((-123.05606 49.324754, -123.055916 49.324752, -123.055914 49.324827, -123.055832 49.324826, -123.05583 49.324889, -123.056056 49.324891, -123.05606 49.324754))","City of North Vancouver, British Columbia, Canada"
yes,,1856,Grand Boulevard East,,"POLYGON ((-123.056058 49.325928, -123.05606 49.325802, -123.055934 49.325801, -123.055931 49.325927, -123.056058 49.325928))","City of North Vancouver, British Columbia, Canada"
yes,,1957,Sutherland Avenue,,"POLYGON ((-123.054961 49.326817, -123.054822 49.326814, -123.054825 49.327152, -123.054883 49.327152, -123.054883 49.32709, -123.054936 49.327091, -123.05494 49.326978, -123.054994 49.326981, -123.055002 49.326891, -123.054963 49.32689, -123.054961 49.326817))","City of North Vancouver, British Columbia, Canada"
yes,,1916,Boulevard Crescent,,"POLYGON ((-123.055996 49.32639, -123.056009 49.326304, -123.055809 49.326293, -123.055804 49.32634, -123.055758 49.326338, -123.055746 49.32641, -123.055834 49.326415, -123.055833 49.326424, -123.055963 49.326431, -123.05597 49.326387, -123.055996 49.32639))","City of North Vancouver, British Columbia, Canada"
yes,,2036,Boulevard Crescent,,"POLYGON ((-123.055234 49.327304, -123.055365 49.327355, -123.055275 49.327453, -123.055144 49.327401, -123.055234 49.327304))","City of North Vancouver, British Columbia, Canada"
yes,,622,East 18th Street,,"POLYGON ((-123.055283 49.325296, -123.05528 49.32515, -123.055117 49.325151, -123.055118 49.32523, -123.055191 49.325229, -123.055192 49.325297, -123.055283 49.325296))","City of North Vancouver, British Columbia, Canada"
yes,,1932,Boulevard Crescent,,"POLYGON ((-123.055789 49.326443, -123.055758 49.326528, -123.055778 49.326532, -123.055761 49.326582, -123.055922 49.326608, -123.055973 49.326468, -123.055789 49.326443))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.055094 49.324559, -123.055094 49.324489, -123.055228 49.324489, -123.055229 49.324558, -123.055094 49.324559))","City of North Vancouver, British Columbia, Canada"
yes,,1845,Sutherland Avenue,,"POLYGON ((-123.05503 49.32572, -123.055026 49.325857, -123.054889 49.325855, -123.054893 49.325718, -123.05503 49.32572))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.055719 49.32431, -123.055717 49.324224, -123.055625 49.324225, -123.055626 49.324311, -123.055719 49.32431))","City of North Vancouver, British Columbia, Canada"
yes,,1710,Grand Boulevard East,,"POLYGON ((-123.056018 49.324093, -123.05602 49.324061, -123.05585 49.324058, -123.055848 49.324088, -123.055796 49.324087, -123.055793 49.324172, -123.056088 49.324177, -123.056092 49.324094, -123.056018 49.324093))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.055749 49.324158, -123.055749 49.324101, -123.055633 49.324101, -123.055633 49.324159, -123.055749 49.324158))","City of North Vancouver, British Columbia, Canada"
yes,,622,East 17th Street,,"POLYGON ((-123.055254 49.324264, -123.055251 49.324346, -123.055112 49.324344, -123.055113 49.324138, -123.055215 49.324138, -123.055216 49.324152, -123.05527 49.324149, -123.055272 49.324263, -123.055254 49.324264))","City of North Vancouver, British Columbia, Canada"
yes,,1828,Grand Boulevard East,,"POLYGON ((-123.055972 49.325384, -123.055841 49.325384, -123.055841 49.325501, -123.055972 49.325502, -123.055972 49.325384))","City of North Vancouver, British Columbia, Canada"
yes,,1844,Grand Boulevard East,,"POLYGON ((-123.056043 49.325779, -123.056048 49.325723, -123.056021 49.325722, -123.056024 49.325674, -123.055946 49.325672, -123.055946 49.325684, -123.055869 49.325681, -123.055868 49.325726, -123.055844 49.325725, -123.055844 49.325769, -123.055879 49.32577, -123.055879 49.32578, -123.056043 49.325779))","City of North Vancouver, British Columbia, Canada"
yes,,623,East 18th Street,,"POLYGON ((-123.055275 49.324796, -123.055282 49.324643, -123.055109 49.324641, -123.055112 49.324801, -123.055275 49.324796))","City of North Vancouver, British Columbia, Canada"
yes,,1748,Grand Boulevard East,,"POLYGON ((-123.055924 49.324617, -123.055921 49.324685, -123.055854 49.324684, -123.055851 49.32474, -123.056066 49.324744, -123.056071 49.32462, -123.055924 49.324617))","City of North Vancouver, British Columbia, Canada"
yes,,631,East 19th Street,,"POLYGON ((-123.055449 49.325849, -123.055451 49.325754, -123.055294 49.325753, -123.055292 49.325862, -123.055398 49.325863, -123.055399 49.325849, -123.055449 49.325849))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.055708 49.325889, -123.055708 49.325827, -123.05558 49.325827, -123.05558 49.325889, -123.055708 49.325889))","City of North Vancouver, British Columbia, Canada"
yes,,618,East 17th Street,,"POLYGON ((-123.05549 49.324082, -123.055487 49.324243, -123.05546 49.324242, -123.05546 49.324251, -123.055434 49.324253, -123.055432 49.324281, -123.055409 49.324277, -123.055407 49.324291, -123.055325 49.324289, -123.055325 49.324135, -123.055354 49.324134, -123.05536 49.324081, -123.05549 49.324082))","City of North Vancouver, British Columbia, Canada"
yes,,1816,Grand Boulevard East,,"POLYGON ((-123.055992 49.325238, -123.055809 49.325236, -123.055805 49.325358, -123.055988 49.325361, -123.055992 49.325238))","City of North Vancouver, British Columbia, Canada"
yes,,2048,Boulevard Crescent,,"POLYGON ((-123.055273 49.327518, -123.055088 49.327442, -123.05508 49.32745, -123.055004 49.327419, -123.054945 49.32748, -123.05502 49.32751, -123.055006 49.327529, -123.055196 49.327608, -123.055273 49.327518))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.055313 49.325406, -123.055312 49.325466, -123.055418 49.325467, -123.055419 49.325407, -123.055313 49.325406))","City of North Vancouver, British Columbia, Canada"
yes,,1945,Sutherland Avenue,,"POLYGON ((-123.054989 49.326696, -123.054987 49.326622, -123.054858 49.326622, -123.054858 49.326761, -123.054994 49.326762, -123.054994 49.326756, -123.055084 49.326756, -123.055085 49.326698, -123.054989 49.326696))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.055441 49.326849, -123.055333 49.326824, -123.055298 49.326888, -123.055406 49.326913, -123.055441 49.326849))","City of North Vancouver, British Columbia, Canada"
yes,,2016,Boulevard Crescent,,"POLYGON ((-123.055415 49.327003, -123.055362 49.327064, -123.055422 49.327088, -123.055413 49.327098, -123.055427 49.327107, -123.055401 49.327133, -123.055511 49.327175, -123.055548 49.327133, -123.05557 49.327141, -123.055625 49.32708, -123.055415 49.327003))","City of North Vancouver, British Columbia, Canada"
yes,,635,East 19th Street,,"POLYGON ((-123.055243 49.325847, -123.055242 49.325751, -123.055074 49.325748, -123.055072 49.325857, -123.055176 49.325859, -123.055176 49.325845, -123.055243 49.325847))","City of North Vancouver, British Columbia, Canada"
yes,,1804,Grand Boulevard East,,"POLYGON ((-123.056033 49.325218, -123.056034 49.325144, -123.056 49.325143, -123.055998 49.325097, -123.055845 49.325094, -123.055845 49.32521, -123.055863 49.325211, -123.055879 49.32522, -123.056033 49.325218))","City of North Vancouver, British Columbia, Canada"
yes,,1836,Grand Boulevard East,,"POLYGON ((-123.055838 49.325647, -123.055838 49.325583, -123.055774 49.325583, -123.055774 49.325539, -123.05584 49.325538, -123.05584 49.325521, -123.055968 49.325521, -123.055969 49.325647, -123.055838 49.325647))","City of North Vancouver, British Columbia, Canada"
church,Sutherland Church,630,Sutherland Avenue,,"POLYGON ((-123.055304 49.326391, -123.055306 49.326352, -123.055317 49.326352, -123.055316 49.326263, -123.055328 49.32626, -123.05533 49.326253, -123.055332 49.326246, -123.055325 49.326241, -123.055304 49.326235, -123.055305 49.326205, -123.055227 49.326205, -123.055227 49.326192, -123.05494 49.326187, -123.054939 49.326213, -123.054916 49.326213, -123.054914 49.326387, -123.054936 49.326389, -123.054945 49.326401, -123.054945 49.326411, -123.054968 49.326417, -123.054982 49.32642, -123.054991 49.326429, -123.055035 49.326435, -123.055074 49.326439, -123.055104 49.326438, -123.055134 49.326435, -123.055152 49.32643, -123.055169 49.326425, -123.055172 49.326394, -123.055219 49.326394, -123.055219 49.32639, -123.055304 49.326391))","City of North Vancouver, British Columbia, Canada"
yes,,1720,Grand Boulevard East,,"POLYGON ((-123.055872 49.324187, -123.056013 49.32419, -123.056022 49.324203, -123.056068 49.324204, -123.056067 49.324319, -123.055865 49.324313, -123.055872 49.324187))","City of North Vancouver, British Columbia, Canada"
yes,,616,Boulevard Crescent,,"POLYGON ((-123.056012 49.326254, -123.056016 49.326151, -123.055762 49.32615, -123.055762 49.326162, -123.055745 49.326162, -123.055747 49.326264, -123.055849 49.326264, -123.055851 49.326249, -123.056012 49.326254))","City of North Vancouver, British Columbia, Canada"
yes,,2028,Boulevard Crescent,,"POLYGON ((-123.05548 49.327203, -123.055344 49.327159, -123.05534 49.327167, -123.055269 49.327141, -123.055242 49.327181, -123.055309 49.327202, -123.055263 49.327265, -123.055403 49.32731, -123.05548 49.327203))","City of North Vancouver, British Columbia, Canada"
yes,,1621,Sutherland Avenue,,"POLYGON ((-123.055116 49.323161, -123.054977 49.323163, -123.054981 49.323327, -123.055119 49.323325, -123.055116 49.323161))","City of North Vancouver, British Columbia, Canada"
yes,,624,East 16th Street,,"POLYGON ((-123.055145 49.323173, -123.055144 49.323068, -123.055235 49.323068, -123.055242 49.323056, -123.055328 49.323055, -123.055325 49.323175, -123.055145 49.323173))","City of North Vancouver, British Columbia, Canada"
yes,,616,East 16th Street,,"POLYGON ((-123.055354 49.323055, -123.055352 49.323183, -123.055521 49.323186, -123.055522 49.323074, -123.055427 49.323074, -123.05543 49.323054, -123.055354 49.323055))","City of North Vancouver, British Columbia, Canada"
yes,,625,East 17th Street,,"POLYGON ((-123.055329 49.323721, -123.055329 49.323633, -123.055247 49.323633, -123.055248 49.323615, -123.055136 49.323616, -123.055142 49.323778, -123.055268 49.323778, -123.055268 49.323721, -123.055329 49.323721))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.051145 49.324318, -123.051144 49.324392, -123.051248 49.324393, -123.051249 49.324319, -123.051145 49.324318))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.05099 49.324329, -123.050987 49.324393, -123.050892 49.324391, -123.050896 49.324327, -123.05099 49.324329))","City of North Vancouver, British Columbia, Canada"
yes,,720,East 16th Street,,"POLYGON ((-123.053703 49.323128, -123.0537 49.323038, -123.053488 49.323036, -123.053486 49.323152, -123.053619 49.323152, -123.053617 49.323124, -123.053703 49.323128))","City of North Vancouver, British Columbia, Canada"
yes,,780,East 17th Street,,"POLYGON ((-123.051242 49.324177, -123.05115 49.324178, -123.051148 49.324096, -123.051233 49.324096, -123.051233 49.324078, -123.051343 49.324077, -123.051346 49.324239, -123.051243 49.32424, -123.051242 49.324177))","City of North Vancouver, British Columbia, Canada"
